StartTime	EndTime	Value
1640780	1643740	medium shot
1643740	1647580	medium closeup
1647580	1648780	medium shot
1648780	1652500	medium closeup
1652500	1656420	medium shot
1656420	1667980	medium shot
1667980	1670660	closeup
1670660	1696100	medium long shot
1696100	1699260	long shot
1699260	1701980	long shot
1701980	1705180	long shot
1705180	1727060	medium long shot
1727060	1729460	medium shot
1729460	1734100	medium shot
1734100	1736540	medium closeup
1736540	1738220	medium closeup
1738220	1742820	medium closeup
1742820	1744460	medium closeup
1744460	1751260	medium closeup
1751260	1754140	medium long shot
1754140	1759500	medium shot
1759500	1761580	medium long shot
1761580	1765820	medium shot
1765820	1770020	shoulder closeup
1770020	1775460	medium shot
1775460	1779260	medium shot,[TO],medium closeup
1779260	1780740	medium shot
1780740	1782500	medium closeup,[TO],medium shot
1782500	1784500	medium shot
1784500	1789300	medium shot
1789300	1797740	medium closeup
1797740	1799740	shoulder closeup
1799740	1802740	medium closeup
1802740	1807580	shoulder closeup
1807580	1821860	medium closeup
1821860	1823620	shoulder closeup
1823620	1829940	shoulder closeup
1829940	1832300	shoulder closeup
1832300	1839460	shoulder closeup
1839460	1841180	shoulder closeup
1841180	1844580	shoulder closeup
1844580	1847740	shoulder closeup
1847740	1850340	shoulder closeup
1850340	1851780	shoulder closeup
1851780	1856700	shoulder closeup
1856700	1858900	shoulder closeup
1858900	1865580	shoulder closeup
1865580	1867340	shoulder closeup
1867340	1872100	medium shot
1872100	1883860	long shot
1883860	1889020	long shot
1889020	1894980	medium long shot,[TO],medium shot
1894980	1899180	medium shot
1899180	1900820	medium shot
1900820	1902740	medium long shot
1902740	1905380	medium closeup
1905380	1906980	medium closeup
1906980	1909220	medium closeup
1909220	1919020	medium closeup
1919020	1924140	long shot
1924140	1925180	medium closeup
1925180	1930420	shoulder closeup,[TO],medium closeup
1930420	1931620	medium closeup
1931620	1935540	medium closeup
1935540	1936780	medium long shot
1936780	1940140	medium closeup
1940140	1943500	medium long shot
1943500	1945780	medium closeup
1945780	1949100	medium closeup
1949100	1950180	neither
1950180	1950900	medium closeup
1950900	1951740	medium shot
1951740	1952580	neither
1952580	1953420	medium shot
1953420	1954580	medium closeup
1954580	1955180	extreme long shot
1955180	1955780	neither
1955780	1958540	medium closeup
1958540	1959580	extreme long shot
1959580	1962780	medium closeup
1962780	1964300	medium shot
1964300	1966260	medium closeup
1966260	1967460	medium shot
1967460	1968620	neither
1968620	1969380	shoulder closeup
1969380	1970260	medium closeup
1970260	1971300	medium shot
1971300	1972340	extreme long shot
1972340	1982940	medium closeup
1982940	1985300	medium closeup
1985300	1987500	shoulder closeup
1987500	1989900	medium shot
1989900	1995980	shoulder closeup
1995980	1998700	medium closeup
1998700	2000300	medium shot
2000300	2005940	shoulder closeup
2005940	2007180	shoulder closeup
2007180	2008980	medium closeup
2008980	2010100	medium closeup
2010100	2012020	medium closeup
2012020	2027740	shoulder closeup
2027740	2030820	shoulder closeup
2030820	2032580	shoulder closeup
2032580	2036140	medium shot
2036140	2038100	shoulder closeup
2038100	2039380	medium shot
2039380	2041660	medium closeup
2041660	2043180	medium shot
2043180	2049220	medium shot
2049220	2063660	medium shot
2063660	2085260	long shot,[TO],medium long shot
2085260	2095140	medium shot,[TO],medium closeup
2095140	2107700	medium closeup
2107700	2113140	long shot
2113140	2124780	long shot
2124780	2128460	medium shot
2128460	2131660	long shot
2131660	2137300	medium long shot
2137300	2150500	medium shot
2150500	2165820	long shot
2165820	2179700	medium long shot
2179700	2205820	medium closeup
2205820	2208780	medium closeup
2208780	2215300	medium closeup
2215300	2231020	medium closeup
2231020	2233780	medium closeup
2233780	2237220	medium closeup
2237220	2239300	medium long shot
2239300	2245700	medium closeup
2245700	2256220	medium shot
2256220	2260100	medium shot
2260100	2262340	long shot
2262340	2265580	medium closeup
2265580	2267500	medium long shot
2267500	2268820	medium shot
2268820	2270140	medium closeup
2270140	2272580	medium closeup
2272580	2276660	medium closeup
2276660	2279060	medium shot
2279060	2281980	medium closeup
2281980	2287100	medium long shot
2287100	2290340	medium closeup
2290340	2295180	medium shot
2295180	2299780	medium closeup
2299780	2304820	medium long shot
2304820	2308060	medium shot
2308060	2309380	medium closeup
2309380	2315900	medium shot
2315900	2320060	medium shot
2320060	2321980	medium closeup
2321980	2325740	medium shot
2325740	2327700	medium closeup
2327700	2330220	medium closeup
2330220	2336780	medium closeup
2336780	2338580	medium shot
2338580	2339580	medium closeup
2339580	2340620	medium closeup
2340620	2342460	medium closeup
2342460	2343860	medium long shot
2343860	2345460	medium shot
2345460	2346900	medium closeup
2346900	2348500	medium shot
2348500	2351860	medium closeup
2351860	2355940	medium shot
2355940	2357220	medium closeup
2357220	2358780	medium closeup
2358780	2362620	medium closeup
