StartTime	EndTime	Value
998188	999958	medium closeup,[TO],shoulder closeup
999958	1002355	medium closeup
1002355	1004188	medium long shot
1004188	1020999	medium long shot,[TO],medium closeup
1020999	1022313	medium closeup
1022313	1026105	medium closeup
1026105	1029250	medium long shot
1029250	1036479	closeup
1036479	1040354	medium closeup
1040354	1044355	closeup
1044355	1046146	shoulder closeup
1046146	1049540	medium shot
1049540	1051563	shoulder closeup
1051563	1053188	medium closeup
1053188	1054147	long shot
1054147	1057355	medium closeup
1057355	1060313	shoulder closeup
1060313	1062479	shoulder closeup
1062479	1065750	shoulder closeup
1065750	1067620	shoulder closeup
1067620	1069188	shoulder closeup
1069188	1070105	closeup
1070105	1071250	shoulder closeup
1071250	1072250	closeup
1072250	1074396	shoulder closeup
1074396	1079354	closeup
1079354	1087000	shoulder closeup
1087000	1093647	shoulder closeup
1093647	1096355	shoulder closeup
1096355	1100354	shoulder closeup
1100354	1100854	medium shot,[TO],medium long shot
1100854	1102771	shoulder closeup
1102771	1105354	shoulder closeup
1105354	1107771	long shot
1107771	1110250	medium closeup
1110250	1111147	shoulder closeup
1111147	1113790	shoulder closeup
1113790	1115080	medium closeup
1115080	1116790	medium closeup
1116790	1119397	shoulder closeup
1119397	1121500	medium closeup
1121500	1125646	shoulder closeup
1125646	1131188	medium shot
1131188	1134646	shoulder closeup
1134646	1138729	shoulder closeup
1138729	1143063	medium shot
1143063	1147854	long shot
1147854	1158080	medium long shot
1158080	1174580	medium long shot
1174580	1189688	medium closeup
1189688	1198830	medium closeup
1198830	1209040	medium closeup
1209040	1212790	shoulder closeup
1212790	1217250	medium closeup
1217250	1232688	closeup
1232688	1243040	shoulder closeup
1243040	1258146	shoulder closeup
1258146	1262330	medium closeup
1262330	1270790	shoulder closeup
1270790	1284580	shoulder closeup
1284580	1291354	medium long shot
1291354	1304688	shoulder closeup
1304688	1307290	shoulder closeup
1307290	1313000	shoulder closeup
1313000	1328330	shoulder closeup,[TO],medium closeup
1328330	1340000	medium closeup,[TO],shoulder closeup
1340000	1340250	medium shot
1340250	1340438	medium long shot
1340438	1340790	medium shot
1340790	1340896	medium long shot
1340896	1342120	medium shot
1342120	1342750	medium long shot
1342750	1343396	medium long shot
1343396	1345040	medium closeup
1345040	1346000	medium long shot
