"mediauri","title"
"http://ada.cinepoetics.org/resource/media/2603e91bffe0ac755cbd07be14c4ab19c199d22003e4886dc02f8e982c5e8179","Tagesschau 2009-01-27"
"http://ada.cinepoetics.org/resource/media/840984d36caf44d6c6bfb26cc067aa11ebc6bd391476791f1e234a43da5db4c9","Tagesschau 2009-01-28"
"http://ada.cinepoetics.org/resource/media/bb30e855024f8421850b7217417dffeffc65f230ab32bb2a4d9d67b2c7ab1a6c","Tagesschau 2009-01-30"
"http://ada.cinepoetics.org/resource/media/db86ea72f6c78783293fdf916603b62cbbd9f1687e66bfdf3af622500276bff1","Tagesschau 2009-01-31"
"http://ada.cinepoetics.org/resource/media/f2335bc4ee2c5c28e643e621f32e8e192d2865be02f5af7c407d66064df2a05e","Tagesschau 2009-02-01"
"http://ada.cinepoetics.org/resource/media/39b61a44b294ff26247fc0f8303aa42b4c79d95f4fe7db32c0208991b6e347ab","Tagesschau 2009-02-02"
"http://ada.cinepoetics.org/resource/media/80913ef3314f59a66cbbdcdf20c80de6ff40852691469c2ebc4b91c30ddd4db2","Tagesschau 2009-02-04"
"http://ada.cinepoetics.org/resource/media/83c2ca73d15d259d8e2aff399097fea668bd78a093d89f546c3653154ea1dd4a","Tagesschau 2009-02-05"
"http://ada.cinepoetics.org/resource/media/d3df85138422798b2f668ec99e0059808b2598e491ef0e12627b7169d02c8895","Tagesschau 2009-02-06"
"http://ada.cinepoetics.org/resource/media/aef409c56aedc0211a69c0c8b367f8f072eb82ecb0ec4a2d0c118625169ba96c","Tagesschau 2009-02-07"
"http://ada.cinepoetics.org/resource/media/58653e60b6597947bf3335d07d2f3cfe94e70e15a1a7f26c245444683edc1b09","Tagesschau 2009-02-08"
"http://ada.cinepoetics.org/resource/media/7cf541e2babfbb50547e0562fb20d17534afd8690b7a5abd31742d47d3a5c15c","Tagesschau 2009-02-09"
"http://ada.cinepoetics.org/resource/media/6ad7b569595b18c71ea03017b1d35a05d2c97d38e0bca88ef989c6f61d78362b","Tagesschau 2009-02-10"
"http://ada.cinepoetics.org/resource/media/75956ab6cc13c119dd7ff647b181808abf2f44c11cae90f6f7307e91501b4270","Tagesschau 2009-02-11"
"http://ada.cinepoetics.org/resource/media/f20993c6844648c62d78cf41bd85931d63594e661c9bb79d0a2761c2df338315","Tagesschau 2009-02-12"
"http://ada.cinepoetics.org/resource/media/273887a46c3c1c29247165a46ffa23afad5d7f95c82ce84f6c292cf7f8b8312d","Tagesschau 2009-02-14"
"http://ada.cinepoetics.org/resource/media/b91bcfb30be6e554c14984de4b192e6d18f7dd2627047f464539b9bac6ec7e84","Tagesschau 2009-02-15"
"http://ada.cinepoetics.org/resource/media/bb51665ed746b5ebd6905d0040acd90b7ac6209292bd1bf1c9ff2764d8357a0a","Tagesschau 2009-02-16"
"http://ada.cinepoetics.org/resource/media/da84f6974cd6ceb3a5fc3a07dc7e08bec051a45da1dcf42432d6dd1500326342","Tagesschau 2009-02-17"
"http://ada.cinepoetics.org/resource/media/2abf44a8cb0250924d63d4125812ef33cb5e54d77a7811ae4409d62074c45365","Tagesschau 2009-02-18"
"http://ada.cinepoetics.org/resource/media/8d8c46ec6c94e12bc870c3031e7981167fbea448310c92383723ed2764b9369e","Tagesschau 2009-02-19"
"http://ada.cinepoetics.org/resource/media/848d6f23a984ce44c2fcdb054a03cb9d5dd084da46d7f856f8aeabf7f1376e61","Tagesschau 2009-02-20"
"http://ada.cinepoetics.org/resource/media/2b830daf85c5fc6e11c2692a43846de368f191455a41aec1cbf76ef2d080b318","Tagesschau 2009-02-21"
"http://ada.cinepoetics.org/resource/media/140ff43b9bde817f8bfd25e5950d4eb78e80e102efc8da529113e25144a3320e","Tagesschau 2009-02-22"
"http://ada.cinepoetics.org/resource/media/570886c3d485dd8ab7bc5f3fb29a013cdd7320d8ddeea6464d24ce2814d83a15","ARD-Brennpunkt: Kippt jetzt die Wirtschaft?"
"http://ada.cinepoetics.org/resource/media/ed66f005a66afe174bd217a101e6da20828b67c0372b695afe0b7d5abaf68981","Four Horsemen"
"http://ada.cinepoetics.org/resource/media/f4578c1afc3c3f10672c4d9a74895fc9ace009ab5051adc869afdd8644484676","Generation Zero"
"http://ada.cinepoetics.org/resource/media/071db24420b822f104a8124d9051106a4c64d45e82b8c12215dbcbca1abae88b","Master of the Universe"
"http://ada.cinepoetics.org/resource/media/2fc54ca5913a3ea7242bbfa7cbae09698dcf48617b0cf0ff830e2698ba18692e","Geld, Gier und Größenwahn. Die Schweiz im Sog der Finanzkrise"
"http://ada.cinepoetics.org/resource/media/3dda646db35e29d76de12913f7a0f677c2f9746ee2f5af82fa9917d0e2604250","10 Jahre nach der Finanzkrise: Die Party der Banker geht weiter"
"http://ada.cinepoetics.org/resource/media/1d0d813147a2f4478fdbd7741e2c8a6234c8dd6eeaa4d3cc8946615b7564d26c","Finanzkrise 2.0: Das Zocken geht weiter"
"http://ada.cinepoetics.org/resource/media/c6119e6ff41b2932e4ecf00fd1388cb75eb54333d0936e57348f6c44e9891401","Overdose: The Next Financial Crisis"
"http://ada.cinepoetics.org/resource/media/b176eefd679283dba2836837435584016aac68b31eb89264b9630bd285d42b6e","Cleveland Contre Wall Street"
"http://ada.cinepoetics.org/resource/media/e1748e0b4736eda8220335350dfd84944086a85abe938a50fb8652378bea0868","Der große Crash – die Pleite der Lehman Bank"
"http://ada.cinepoetics.org/resource/media/cbbb55ce3856b4f08b44a881b67da176abce621d8c7f7373b4207dc5b8dec33c","Morts à Crédit (Tod auf Raten. Wie Hauskredite die Wirtschaftskrise auslösten)"
"http://ada.cinepoetics.org/resource/media/9aa04aa15f62078593722055512b4c39a741d82a43e0fa4752e33db309d78f6c","Heist: Who Stole the American Dream?"
"http://ada.cinepoetics.org/resource/media/d6c2efb49d4430489e5c2029f6afa38032017395fe7498808ab08a4ed02524c9","Margin Call"
"http://ada.cinepoetics.org/resource/media/e2493012d4806aa7fa79427e7b5474131972c42a67ae37688cd0b698c7db137d","Debtocracy"
